"","study_id","study_title","source","abstract","keywords","doi","url","longitude","latitude","country","ecosystem_type_main","research_type"
"565","rayyan-674257702","Geography of global change and species richness in the North","ENVIRONMENTAL REVIEWS","Different components of global change (e.g., climate change, land use, pollution, and introduced species) continue to alter biodiversity worldwide. As northern regions are still relatively undisturbed and will likely face clear increases in temperature in the near-future, we examined the signs of biodiversity change due to anthropogenic stressors using a systematic review of previous studies. Our aim was to map where, in which way, and owing to which stressor biodiversity in northern regions has changed. We made a systematic literature search covering the years between 2000 and 2015 to obtain a comprehensive selection of recent research. As species richness was clearly the most commonly used indicator of biodiversity, we only concentrated on this aspect of biodiversity. We compared different biological groups, regions, and ecosystems. In the majority of the cases, anthropogenic stressors had decreased species richness, or had no effects on it, while increasing or multiple effects of stressors on species richness were less common. Freshwater ecosystems were most sensitive to anthropogenic stressors, as species richness often decreased owing to these stressors. The effects of land use on richness were covered relatively widely in the selected set of articles, but the effects of other components of global change on species richness require further attention. Despite the fact that pollution was not as commonly studied stressor as land use, it was the most harmful stressor type affecting species richness. Geographically, most studies were located in boreal Canada or Fennoscandia, while no studies were executed in vast circumpolar areas where the temperature rise has been greatest and the projected climate change is likely to be fast. Overall, we could find an alarmingly small set of studies that described the effects of actual anthropogenic stressors in real-life circumstances in northern high latitudes.","anthropogenic stress and Arctic and biodiversity and boreal and climate change and high latitudes and FRESH-WATER ECOSYSTEMS and CLIMATE-CHANGE and MULTIPLE STRESSORS and BIODIVERSITY LOSS and PATTERNS and DIVERSITY and RESPONSES and THREATS and IMPACT and CONSEQUENCES","10.1139/er-2016-0085     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1139/er-2016-0085",NA,NA,NA,NA,"Summarised evidence"
"566","rayyan-674253440","Non-linearities in bird responses across urbanization gradients: A meta-analysis","GLOBAL CHANGE BIOLOGY","Urbanization is one of the most extreme forms of environmental alteration, posing a major threat to biodiversity. We studied the effects of urbanization on avian communities via a systematic review using hierarchical and categorical meta-analyses. Altogether, we found 42 observations from 37 case studies for species richness and 23 observations from 20 case studies for abundance. Urbanization had an overall strong negative effect on bird species richness, whereas abundance increased marginally with urbanization. There was no evidence that city size played a role in influencing the relationship between urbanization and either species richness or abundance. Studies that examined long gradients (i.e. from urban to rural) were more likely to detect negative urbanization effects on species richness than studies that considered short gradients (i.e. urban vs. suburban or urban vs. rural areas). In contrast, we found little evidence that the effect of urbanization on abundance was influenced by gradient length. Effects of urbanization on species richness were more negative for studies including public green spaces (parks and other amenity areas) in the sampled landscapes. In contrast, studies performed solely in the urban matrix (i.e. no green spaces) revealed a strong positive effect on bird abundance. When performing subset analyses on urban-suburban, suburban-rural and suburban-natural comparisons, species richness decreased from natural to urban areas, but with a stronger decrease at the urban-suburban interface, whereas bird abundance showed a clear intermediate peak along the urban-rural gradient although abundance in natural areas was comparable to that in suburban areas. This suggests that species loss happens especially at the urban-suburban interface, and that the highest abundances occur in suburban areas compared to urban or rural areas. Thus, our study shows the importance of suburban areas, where the majority of birds occur with fairly high species richness.","abundance and biodiversity and city size and gradient length and rural and species richness and suburban and systematic review and SPECIES RICHNESS and NORTHERN EUROPE and DIVERSITY and ABUNDANCE and AVIFAUNA and ECOLOGY and BIODIVERSITY and COMMUNITIES and LANDSCAPES and CITIES","10.1111/gcb.13964     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI)","https://doi.org/10.1111/gcb.13964",NA,NA,NA,"Urban ecosystems","Summarised evidence"
"567","rayyan-674252242","Power lines and impacts on biodiversity: A systematic review","ENVIRONMENTAL IMPACT ASSESSMENT REVIEW","The growth of energy consumption demands a large expansion of transmission line (TL) networks worldwide. The reduction of the environmental impacts of these infrastructures will depend on the effectiveness of environmental impact assessments, that ultimately depend on the quality of the screening phase, the scoping phase, and the prioritization of potential environmental consequences. We conducted the first systematic review that encompasses all known potential impacts on biodiversity of the installation and operation of energy TLs, documented in the scientific literature and in a sample of Environmental Impact Studies (EIS). We examined 206 articles and 19 EIS and identified 28 impacts that correspond to biotic outcomes at the individual, population and community levels. Although scientific interest on TL impact evaluation is increasing, most studies have been focused on vertebrate taxa, especially birds. There are few published studies concerning habitat loss and the responses of functional groups with lower mobility or sensitive to physical alterations, such as amphibians. Most impacts appear in early stages of a project, during n construction, but persist during operation. We summarized the biotic impacts in a framework that may guide the screening of relevant impacts to be included in the EIS and consequently improve the outcomes of the environmental licensing process of transmission line projects.","High-voltage lines and Environmental impact assessment and Scoping and Energy infrastructures and GREATER SAGE-GROUSE and BUSTARD OTIS-TARDA and RIGHTS-OF-WAY and ELECTROMAGNETIC-FIELDS and HABITAT FRAGMENTATION and ELECTRICITY PYLONS and TRANSMISSION-LINES and FORAGING BEHAVIOR and WILD REINDEER and CONSERVATION","10.1016/j.eiar.2018.04.010     WE  - Social Science Citation Index (SSCI)","https://doi.org/10.1016/j.eiar.2018.04.010",NA,NA,NA,"Multiple","Summarised evidence"
"568","rayyan-674253578","Economic evaluation of wetland restoration: a systematic review of the literature","RESTORATION ECOLOGY","Evaluating the outcomes of wetland restoration projects is critical to improve practice and justify further investment in wetland restoration. We conducted a systematic literature review to evaluate the current state of knowledge on the economic valuation of the outcomes of wetland restoration. We assessed the economic methods applied, the attributes valued, and the timing of the evaluation in relation to the age of restoration along with publication trends. Research on the topic is increasing, but studies from Africa and South America are lacking. A diverse cross-disciplinary interest is notable, yet collaborations between disciplines are less frequent. Of particular concern is that only a third of the studies were undertaken postrestoration, and even fewer for restorations older than 10 years. Gaps in the knowledge base mean that our present understanding of the value achieved through wetland restoration is tentative. The need for postrestoration site-specific valuation efforts remains large both to justify further investment and to improve confidence in predictive and value transfer approaches as practical tools to inform decision-making.","ecosystem services and ecosystem valuation and restoration outcomes and wetland management and ECOSYSTEM SERVICES and METAANALYSIS and PUBLICATION and MANAGEMENT and BENEFITS and VALUES and BIAS","10.1111/rec.12889     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI)","https://doi.org/10.1111/rec.12889",NA,NA,NA,"Wetlands/peatlands","Summarised evidence"
"569","rayyan-674253293","Impacts of land-use and management changes on cultural agroecosystem services and environmental conflicts-A global review","GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","As an outcome of interactions and interdependencies with people, agroecosystems provide cultural ecosystem services (CES), such as traditional knowledge, recreation, and places for social gatherings. Today however, agroecosystems undergo biophysical changes because of land-use and management changes (LUMC), such as intensive agriculture, urbanisation, and land abandonment. Typically, environmental conflicts emerge between stakeholders with differing interests in land areas around the LUMC. Cumulatively, these changes and conflicts have substantial influence on the CES appreciation of the farmland, triggering different types of responses, including social mobilisation and resistance. A comprehensive analysis of these processes was missing in the literature. Here we present a systematic review of CES provided by agroecosystems at the global level, we explore their interconnections through network analysis, and analyse the interrelation between LUMC, CES and environmental conflicts. The review includes 155 peer-reviewed articles, representing empirical data from 81 countries. Twenty main categories of CES and their subcategories delivered by agroecosystems are identified. Through the network analysis we demonstrate how CES are interrelated, with agricultural heritage as a connecting core. In a comprehensive map, we further identify which LUMC types have influence upon specific CES categories, and what are the causes, outcomes of, and responses to environmental conflicts that emerge from these processes. CES and agroecosystems cannot be seen separately from one another, as a reflection of secular or recently-created relationships people have with their environments. While these relationships are dynamic, LUMC may lead to their impairment or even loss, with ensuing impacts on biocultural diversity. The resulting environmental conflicts push most frequently for greater participation of actors involved in farming, socio-cultural revalorisation of farmland activities and the promotion of multi-functionality.","Agroecosystems and Cultural ecosystem services and Land-use management changes and Environmental conflicts and ECOSYSTEM SERVICES and POLITICAL ECOLOGY and CLIMATE-CHANGE and LANDSCAPE MANAGEMENT and TRADE-OFFS and AGRICULTURE and HERITAGE and BIODIVERSITY and VALUATION and FUTURE","10.1016/j.gloenvcha.2018.02.016     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI)","https://doi.org/10.1016/j.gloenvcha.2018.02.016",NA,NA,NA,"Agricultural","Summarised evidence"
"570","rayyan-674241055","Evolutionary dynamics of selective logging in the tropics: A systematic review of impact studies and their effectiveness in sustainable forest management","Forest Ecology and Management","Selective logging is the dominant timber harvesting practice in natural tropical forests. Considering its scale and its contribution to forest management outcome, efficient management of selective logging is crucial to address challenges associated with timber demand, carbon sequestration and biodiversity conservation. Ongoing selective logging has been a key reason for forest degradation despite a set of recommended practices such as reduced-impact logging. With the objective of drawing the attention of scholars and policy makers to answer the question why effectiveness of selective logging practice is still an issue, we tracked the trend and pattern of scholarly research related to the impact of selective logging. Using a systematic review of literature, we explored and discussed the possible factors hindering implementation of improved forest harvesting practices and the overall knowledge gaps yet not explored in this field of research. This review found consensus among scholars that implementation of improved forest harvesting is still rare despite the constant efforts made by researchers since the 1970s. Based on the review findings we concluded that concentration of research on specific countries, insufficient coverage of diversified forest dimensions/thematic areas, and higher concerns relating to ecological impacts of forest management are the reasons behind poor adoption of research outcomes of improved logging practices. Likewise, their implementation is further hindered by limited attention to the interests and needs of the forest managers/owners, lack of coordination and collaboration among stakeholders and negligible support to develop stakeholders’ capacity. Our review suggests a broadening of the geographical and thematic focus of the study as well as a consideration of effective engagement and capacity development of the forest managers/owners and stakeholders in selective logging policies and practices. © 2018 Elsevier B.V.","Biodiversity conservation and Carbon sequestration and Forest degradation and Forest harvesting and Forest policy and Reduced- impact logging and Timber recovery and Biodiversity and Conservation and Developing Countries and Harvesting and Selective Cutting and Sustainable Forest Management and Tropics and Carbon and Logging (forestry) and Managers and Timber and Forest managers and Reduced-impact logging and Selective logging and Systematic Review and biodiversity and carbon sequestration and conservation and environmental degradation and environmental policy and evolution and forest management and pattern recognition and policy making and selective logging and stakeholder and sustainability and timber harvesting and tropical forest","10.1016/j.foreco.2018.08.006","https://doi.org/10.1016/j.foreco.2018.08.006",NA,NA,NA,"Forest","Summarised evidence"
"571","rayyan-674231275","Flower strip effectiveness for pollinating insects in agricultural landscapes depends on established contrast in habitat quality: A meta-analysis","Ecological Solutions and Evidence","Flower strips have become a prevalent measure in agricultural landscapes to counteract biodiversity loss and especially promote pollinators. Although their benefits for pollinating insects have been frequently evaluated and reported, generalized conclusions about optimal settings for effective flower strips are still difficult. From the perspective of pollinators, flower strips vary distinctly in habitat quality, and the same applies for the control sites selected for scientific studies. In this study, we used a meta-analytic approach based on a systematic review of recent studies (2009–2020) to analyze the relationship between flower strip effectiveness for pollinators and the contrast in habitat quality between flower strips and control sites. We extracted 350 data entries from 29 of 172 studies based on available data for richness or abundance of the pollinator taxa groups Apiformes, Lepidoptera and Syrphidae as response variables, for both flower strips and control treatments. All flower strips and control treatments were assigned a habitat quality score including information on spatial dimension, floral resources and management. Moreover, we included information on landscape complexity as measured by percent cover of seminatural habitats in the studied landscape. In general, our results of meta-analytical models showed an increasing effect size of flower strips on pollinators for higher contrasts in habitat quality between flower strips and control treatments. This relationship was consistent across pollinator taxa and different levels of landscape complexity. Altogether, in terms of pollinator habitat quality, high-quality flower strips were more attractive than low-quality flower strips, and the reported effectiveness of flower strips decreased from low-quality to high-quality control treatments. We recommend that results of future studies evaluating flower strips for pollinators are always linked with the contrast in habitat quality between selected flower strips and control treatments. © 2023 The Authors. Ecological Solutions and Evidence published by John Wiley & Sons Ltd on behalf of British Ecological Society.","agri-environmental measures and bees and butterflies and ecological contrast and hoverflies and landscape context","10.1002/2688-8319.12261","https://doi.org/10.1002/2688-8319.12261",NA,NA,NA,"Agricultural","Summarised evidence"
"572","rayyan-674233544","How do changes in flow magnitude due to hydropower operations affect fish abundance and biomass in temperate regions? A systematic review","Environmental Evidence","Background: Altering the natural flow regime, an essential component of healthy fluvial systems, through hydropower operations has the potential to negatively impact freshwater fish populations. Establishing improved management of flow regimes requires better understanding of how fish respond to altered flow components, such as flow magnitude. Based on the results of a recent systematic map on the impacts of flow regime changes on direct outcomes of freshwater or estuarine fish productivity, evidence clusters on fish abundance and biomass responses were identified for full systematic review. The primary goal of this systematic review is to address one of those evidence clusters, with the following research question: how do changes in flow magnitude due to hydropower operations affect fish abundance and biomass? Methods: This review follows the guidelines of the Collaboration for Environmental Evidence. It examined commercially published and grey literature originally identified during the systematic map process and a systematic search update. All articles were screened using an a priori eligibility criteria at two stages (title and abstract, and full-text) and consistency checks were performed at all stages. All eligible articles were assessed for study validity and specifically designed data extraction and study validity tools were used. A narrative synthesis included all available evidence and meta-analysis using the standardized mean difference (Hedges’ g) was conducted where appropriate. Review findings: A total of 133 studies from 103 articles were included in this systematic review for data extraction and critical appraisal. Most studies were from North America (60%) and were conducted at 146 different hydropower dams/facilities. Meta-analysis included 268 datasets from 58 studies, separated into three analyses based on replication type [temporal (within or between year replication) or spatial]. Fish abundance (226 datasets) and biomass (30 datasets) had variable responses to changes in flow magnitude with estimated overall mean effect sizes ranging from positive to negative and varying by study design and taxa. In studies with temporal replication, we found a detectable effect of alterations to the direction of flow magnitude, the presence of other flow components, sampling methods, season, and fish life stage. However, we found no detectable effect of these moderators for studies with spatial replication. Taxonomic analyses indicated variable responses to changes in flow magnitude and a bias towards salmonid species. Conclusions: This synthesis did not find consistent patterns in fish abundance or biomass responses to alterations or changes in flow magnitude. Fish responses to flow magnitude alterations or changes were highly variable and context dependent. Our synthesis suggests that biotic responses may not be generalizable across systems impacted by hydroelectric power production and operations, where specific features of the system may be highly influential. Site-specific and adaptive management may be necessary. To improve study validity and interpretability, studies with long-term continuous monitoring, and both temporal and spatial replication are needed. When this gold standard is unfeasible, studies should strive, at minimum, to maximize replication within both intervention and comparator groups for either temporal or spatial designs. To further address knowledge gaps, studies are needed that focus on non-salmonids, multiple seasons, and systems outside of North America. © 2022, The Author(s).","Anthropogenic impacts and Dam and Discharge and Evidence synthesis and Fish density and Flow modification and Hydroelectric power","10.1186/s13750-021-00254-8","https://doi.org/10.1186/s13750-021-00254-8",NA,NA,NA,"Rivers & lakes","Summarised evidence"
"573","rayyan-674264749","Demographic consequences of harvesting: a case study from a small and isolated moose population","CLIMATE RESEARCH","Harvesting can have a substantial impact on population dynamics and individual performance in wild populations. While the direct consequences of harvest on individual survival and population growth rate are often apparent, harvesting can also have indirect and more subtle demographic consequences. Disentangling these consequences, however, requires in-depth knowledge of individual life histories of both females and males in the population. Here, we summarise demographic research on a population where such data exist: the Vega moose population in northern Norway. In this population, vital rates vary considerably among both females and males, and harvesting increases this variation by generating positive covariation between reproductive performance and survival. The skewed age and sex structure, which is typical of many harvested populations, also has demographic consequences: it reduces the ratio of effective to total population size and influences variation in vital rates in males and females. The moose harvest at Vega is structured by age- and sex-specific quotas, but it is not intentionally selective regarding size or other phenotypic characteristics. Still, harvest selection for earlier birth rates and larger calves was apparent, likely due to habitat-performance relationships and habitat-specific harvest mortality. Together, the bulk of research on this population shows that harvesting impacts population demography through many different pathways, with some being more subtle than others. These complex pathways influence the demographic variance and affect stochastic processes such as population growth, genetic drift, and rates of evolutionary change, and they must therefore be acknowledged in management plans to achieve sustainable harvesting.",NA,"10.3354/cr01650","https://doi.org/10.3354/cr01650",10.421906,63.446827,"Norway","Coastal, Wetlands/peatlands","Summarised evidence"
"574","rayyan-674234200","Ecosystem services from urban forests: The case of Oslomarka, Norway","Ecosystem Services","Urban and peri-urban forests provide multiple ecosystem services for city dwellers, including water, opportunities for recreation and tourism, climate regulation and habitat provision. Despite growing scholarly attention to urban forests, few studies to date have conducted comprehensive assessments of their ecosystem services. This study conducts an interdisciplinary and wide-ranging assessment of ecosystem services of Oslomarka, the emblematic forest surrounding Oslo, Norway's capital city. First, we set the historical background and examine drivers of change shaping forest uses and ecosystem service composition at the study area. Second, we identify, characterize and measure ecosystem services delivered at the study area. Third, we assess trends in these ecosystem services over the past 50 years. Three main findings are highlighted. First, institutional, technological, and cultural factors are the main drivers of change shaping current ecosystem service composition. Second, ten ecosystem services and three sub-services were assessed and characterized, with water and opportunities for recreation and tourism found to be of particular prominence to locals. Third, our results show that provisioning and habitat services have declined over the past fifty years, while carbon sequestration and storage has increased. Cultural services increased overall, while also experiencing major changes in their nature and composition. Our research reveals the fundamental importance of Oslo's urban forests and its ecosystem services for the well-being of local inhabitants. © 2021 The Authors","Ecosystem services and green infrastructure and nature-based solutions and Norway and Oslo and Oslomarka and Urban forest and Trees and Ecosystem","10.1016/j.ecoser.2021.101358","https://doi.org/10.1016/j.ecoser.2021.101358",10.421906,63.446827,"Norway","Forest","Summarised evidence"
"575","rayyan-674236274","Impact of Sitka spruce on biodiversity in NW Europe with a special focus on Norway–evidence, perceptions and regulations","Scandinavian Journal of Forest Research","The impact of historical and present drivers on biodiversity, particularly species richness and abundance, in afforestation areas concerning non-native tree species is still poorly understood. A better understanding is important to ensure appropriate forest management in the face of climate change and increasing demand for wood products. Here, we have reviewed 75 biodiversity studies in Sitka spruce plantations in NW Europe, forest management recommendations for maintaining biodiversity, timber production and carbon sequestration in Sitka spruce forests in coastal Norway compared to NW Europe. Due to more focus on non-market landscape benefits and protection sites in coastal areas, transformation of spruce plantations is common. Premature cutting of stands and shelterbelts and clearing away saplings has become the dominant management practice in Norway. Based on the extent of use in Norway, and results from biodiversity studies in Sitka spruce plantations in NW Europe, the quality of evidence for the prevailing practice and recommendations in coastal Norway is highly questioned. To reduce conflicts, we propose a more knowledge-based management, a broader perspective underpinning the range of afforestation goals, also including the use of alternative silvicultural methods to increase structural variation in Sitka spruce stands. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.","biodiversity and effects and non-native and Norway and Sitka spruce and Biodiversity and Europe and Forest Management and Picea Sitchensis and Reforestation and Climate change and Knowledge based systems and Carbon sequestration and Knowledge-based management and Management practices and Species richness and Spruce plantations and Structural variations and Timber production","10.1080/02827581.2020.1748704","https://doi.org/10.1080/02827581.2020.1748704",10.421906,63.446827,"Norway","Forest","Summarised evidence"
"576","rayyan-674255132","Towards a population approach for evaluating grassland restoration-a systematic review","RESTORATION ECOLOGY","Persistence of restored populations depends on growth, reproduction, dispersal, local adaptation, and a suitable landscape pattern to foster metapopulation dynamics. Although the negative effects of habitat fragmentation on plant population dynamics are well understood, particularly in grasslands, the population traits that control grassland restoration are less known. We reviewed the use of population traits for evaluating grassland restoration success based on 141 publications (1986-2015). The results demonstrated that population demography was relatively well-assessed but detailed studies providing information on key stages of the life cycle were lacking despite their importance in determining population viability. Vegetative and generative performances have been thoroughly investigated, notably the components of plant fitness, such as reproductive output, while genetic and spatial population structures were largely ignored. More work on the population effects of ecological restoration would be welcomed, particularly with a focus on population genetics. Targeted species were principally common and dominant natives, or invasive plants while rare or threatened species were poorly considered. Evaluation of ecological restoration should be conducted at different scales of ecological complexity, but so far, communities and ecosystems are over represented, and more focus should be directed towards a population approach as population traits are essential indicators of restoration success.","fragmentation and indicators and metapopulation and plants and success and GENETIC DIVERSITY and CALCAREOUS GRASSLANDS and HABITAT FRAGMENTATION and DISPERSAL and CONSERVATION and RARE and DIFFERENTIATION and ESTABLISHMENT and COLONIZATION and BIODIVERSITY","10.1111/rec.12663     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1111/rec.12663",NA,NA,"Not relevant","Semi-natural ecosystems","Summarised evidence"
"577","rayyan-674255130","Urban soil and human health: a review","EUROPEAN JOURNAL OF SOIL SCIENCE","Rapid industrialization and urbanization during recent decades are having dramatic effects on urban soil properties and lead to large discharges of pollutants, which inevitably affect the health of the soil, ecosystems and human populations. This paper provides a systematic review of the relations between urban soil and human health. First, it summarizes the organic and inorganic pollutants in urban soil and their potential risks to human health. Second, the relations between urban greenbelt land, soil microbial diversity and human health are also explored. Third, we propose that future research should focus on the integration of assessments of health risks with exposure pathways and site characteristics. Bioavailability-based risk assessment frameworks for pollutants in urban soil can elucidate the complicated relations between urban soil, pollutant exposure and human health in cities. Finally, management of urban soil and policy should be strengthened in the future to maintain its sustainable development and utilization. More effort should be directed to understanding the relations between soil microbial diversity, green space and human health in cities.","POLYCYCLIC AROMATIC-HYDROCARBONS and ANTIBIOTIC-RESISTANCE GENES and HEAVY-METAL POLLUTION and ORGANOCHLORINE PESTICIDES OCPS and EMERGING ORGANIC CONTAMINANTS and HONG-KONG SOILS and RISK-ASSESSMENT and POLYCHLORINATED-BIPHENYLS and SPATIAL-DISTRIBUTION and LAND-USE","10.1111/ejss.12518     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1111/ejss.12518",NA,NA,"Global","Urban ecosystems","Summarised evidence"
"578","rayyan-674252819","Shrub encroachment and vertebrate diversity: A global meta-analysis","GLOBAL ECOLOGY AND BIOGEOGRAPHY","Aim: Across the planet, grass-dominated biomes are experiencing shrub encroachment driven by atmospheric CO2 enrichment and land-use change. By altering resource structure and availability, shrub encroachment may have important impacts on vertebrate communities. We sought to determine the magnitude and variability of these effects across climatic gradients, continents, and taxa, and to learn whether shrub thinning restores the structure of vertebrate communities. Location: Worldwide. Time period: Contemporary. Major taxa studied: Terrestrial vertebrates. Methods: We estimated relationships between percentage shrub cover and the structure of terrestrial vertebrate communities (species richness, Shannon diversity and community abundance) in experimentally thinned and unmanipulated shrub-encroached grass-dominated biomes using systematic review and meta-analyses of 43 studies published from 1978 to 2016. We modelled the effects of continent, biome, mean annual precipitation, net primary productivity and the normalized difference vegetation index (NDVI) on the relationship between shrub cover and vertebrate community structure. Results: Species richness, Shannon diversity and total abundance had no consistent relationship with shrub encroachment and experimental thinning did not reverse encroachment effects on vertebrate communities. However, some effects of shrub encroachment on vertebrate communities differed with net primary productivity, amongst vertebrate groups, and across continents. Encroachment had negative effects on vertebrate diversity at low net primary productivity. Mammalian and herpetofaunal diversity decreased with shrub encroachment. Shrub encroachment also had negative effects on species richness and total abundance in Africa but positive effects in North America. Main conclusions: Biodiversity conservation and mitigation efforts responding to shrub encroachment should focus on low-productivity locations, on mammals and herpetofauna, and in Africa. However, targeted research in neglected regions such as central Asia and India will be needed to fill important gaps in our knowledge of shrub encroachment effects on vertebrates. Additionally, our findings provide an impetus for determining the mechanisms associated with changes in vertebrate diversity and abundance in shrub-encroached grass-dominated biomes.","biodiversity and global change and grasslands and grazing and pastoral abandonment and savannas and shrub encroachment and shrub thinning and species richness and woody encroachment and LAND-USE and SPECIES RICHNESS and VEGETATION STRUCTURE and HABITAT STRUCTURE and ARID SAVANNA and RESPONSES and COMMUNITY and INVASION and DYNAMICS and PATTERNS","10.1111/geb.12675     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1111/geb.12675",NA,NA,NA,"Naturally open area under the tree-line","Summarised evidence"
"579","rayyan-674257524","Can linear transportation infrastructure verges constitute a habitat and/or a corridor for insects in temperate landscapes? A systematic review","ENVIRONMENTAL EVIDENCE","Background: The role of linear transportation infrastructures (roads, railways, oil and gas pipelines, power lines, rivers and canals) in fragmenting natural habitats is fully acknowledged. Up to now, the potential of linear transportation infrastructures verges (road and railway embankments, strips of grass under power lines or above buried pipelines, or waterway banks) as habitat or corridor for biodiversity, remains controversial. In a context of decreasing natural habitats, the opportunities of anthropogenic areas for contributing to wildlife conservation have to be considered. The present paper is the first synthesis of evidence about the potential of linear transportation infrastructure verges as corridor and/or habitat for insects in temperate landscapes. Methods: A systematic literature survey was made using two online publication databases, a search engine and by sending a call for literature to subject experts. Identified articles were successively screened for relevance on titles, abstracts and full texts using criteria detailed in an a priori protocol. We then used six specific questions to categorize and to critically appraise the retained studies. These questions encompassed the potential of verges as habitats and corridors for insects, and the effects of management and landscape context on these potentialities. A user-friendly database was created to sort the studies with low and medium susceptibility to bias. We used these studies to synthesize results of each specific question in a narrative synthesis. Finally, studies that met the meta-analysis requirements were used for a quantitative synthesis. Results: Our searches identified 64,206 articles. After critical appraisal, 91 articles that reported 104 studies were included in our review. Almost all of them had ""control-impact"" design, only two studies used ""before-after-controlimpact"" design, and one study used ""before-after"" design. In some cases, artificialization of transportation infrastructures lowered insect biodiversity while vegetation restoration had a moderate positive effect; the trend remained unclear for mowing/grazing practices. Urbanization and agriculture in the surroundings tended to lower the biodiversity hosted by verges, while natural and forested areas tended to promote it. No study dealt with the influence of management or surrounding landscape on insect dispersal along the verge. The small number of studies that compared the dispersal along verges and in habitats away from transportation infrastructures, together with the inconsistencies of their results, prevented us from drawing conclusions. Meta-analyses were performed on 709 cases from 34 primary studies that compared biodiversity in verges vs. other habitats. Overall insect species richness did not differ between LTI verges and compared habitats. Globally, insect abundance seemed higher on LTI verges than in compared habitats, a result driven by the higher abundance of pollinators and primary consumers on non-highway road verges than in habitats away from roads. Conclusions: A major knowledge gap regarding the potential of linear transportation infrastructure verges as corridors for insects has been identified. Thus, we encourage more research on this topic. Infrastructure practitioners could benefit from our results about linear transportation infrastructure verges as habitat for certain taxa and about the impact of their management practices on insect abundance and species richness.","Coleoptera and Diversity and Green infrastructure and Hymenoptera and Intervention and Invertebrates and Lepidoptera and Movement and Right of way and Roadside and GROUND BEETLE COLEOPTERA and FORMICIDAE POPULATIONS and HYMENOPTERA-FORMICIDAE and BUTTERFLY COMMUNITIES and SPATIAL-DISTRIBUTION and SPECIES COMPOSITION and ANT HYMENOPTERA and ROADSIDE VERGES and LAND-USE and OF-WAY","10.1186/s13750-018-0117-3     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1186/s13750-018-0117-3",NA,NA,NA,"Transport corridors","Summarised evidence"
"580","rayyan-674240629","Bird guilds show different responses to tree retention levels: a meta-analysis","Global Ecology and Conservation","Since the introduction of retention forestry in the 1990s, its practice has spread in the boreal and temperate regions. Its benefits for biodiversity are well recognised, and usually presented in the form of aggregated results for each taxonomic group. However, ameliorating effects of increased levels of retention on species with different ecological requirements is still not well studied. With this meta-analysis, we aim at disentangling the response of different bird guilds, considering the level of retention applied, as well as other confounding factors, such as the forest type or harvested area. We used a systematic review protocol and collected 30 studies which compared the response of birds to a gradient of retention levels against unharvested forests and/or clearcuts. Firstly, we compared the overall response of the full bird assemblage to retention, and found no differences in abundance and species richness between retention and unharvested forest, except for the abundance of some forest specialist species. Secondly, assessing the responses of various guilds showed that each bird guild can be affected very differently, according to their life history, biome, forest type and, most importantly, retention intensity. Results allow us to infer minimum retention levels needed to preserve each bird guild, admitting that other factors can play an important role in shaping the bird assemblage, often in interaction with retention. For example, canopy and cavity nesters showed a more positive response to lower levels of retention in mixed or broadleaved forests than in conifer forests. Our results indicate that minimum retention levels ranging between 40 and 60% of original habitat are needed, in order to maintain the same bird assemblage as in the autochthonous unharvested forest, with particular regard to the forest specialists. © 2019 The Authors","Forest birds and Forest management and Forest specialists and Retention forestry and Selective harvest","10.1016/j.gecco.2019.e00615","https://doi.org/10.1016/j.gecco.2019.e00615",NA,NA,NA,"Forest","Summarised evidence"
